Thana Name,District,Location,Crime Type,Date,Time
Gulberg Town,Lahore,"31.5346356503577,74.31619470021889",miscellaneous,09/01/15,16:25:00
Gulberg Town,Lahore,"31.531723516999026,74.32102087787207",othercrimes,08/01/15,13:00:00
Gulberg Town,Lahore,"31.530680127762142,74.31618959380054",othercrimes,08/01/15,19:00:00
Gulberg Town,Lahore,"31.530323943333794,74.31439924792497",narcotics,11/01/15,19:00:00
Gulberg Town,Lahore,"31.528002016026765,74.32264216467163",overspeeding,13/01/15,11:20:00
Gulberg Town,Lahore,"31.525581319116554,74.32347621566716",antinorcoticsact,14/01/15,23:55:00
Gulberg Town,Lahore,"31.525548234073188,74.3235048114703",miscellaneous,14/01/15,19:50:00
Gulberg Town,Lahore,"31.521619295630924,74.32497709639867",miscellaneous,14/01/15,19:40:00
Gulberg Town,Lahore,"31.52164825160432,74.325023211092",motorcycletheft,14/01/15,15:15:00
Gulberg Town,Lahore,"31.532479006044586,74.32076472323615",miscellaneous,14/01/15,19:20:00
Gulberg Town,Lahore,"31.532469785167144,74.32083303319256",miscellaneous,14/01/15,19:30:00
Gulberg Town,Lahore,"31.532153273970014,74.31991966963572",pricecontrol,15/01/15,19:30:00
Gulberg Town,Lahore,"31.53123870553826,74.31795210726834",pricecontrol,15/01/15,19:10:00
Gulberg Town,Lahore,"31.531019389931817,74.31766173068318",pricecontrol,15/01/15,19:20:00
Gulberg Town,Lahore,"31.531082887797673,74.31755554186425",pricecontrol,15/01/15,19:50:00
Gulberg Town,Lahore,"31.52883526946409,74.31747326014698",othercrimes,12/01/15,18:15:00
Gulberg Town,Lahore,"31.532674290590318,74.31298496362618",motorcycletheft,13/01/15,11:20:00
Gulberg Town,Lahore,"31.535912933827877,74.31506446604922",robbery,15/01/15,13:10:00
Gulberg Town,Lahore,"31.53592166792463,74.32607391720074",othercrimes,12/01/15,6:30:00
Gulberg Town,Lahore,"31.53799279703544,74.31965147235817",miscellaneous,15/01/15,21:00:00
Gulberg Town,Lahore,"31.533853163258215,74.32161885012769",othercrimes,11/01/15,14:00:00
Data Gunj Baksh,Lahore,"31.564095,74.2945891",antinorcoticsact,01/01/15,7:55:00
Data Gunj Baksh,Lahore,"31.564095,74.2945891",miscellaneous,01/01/15,0:40:00
Data Gunj Baksh,Lahore,"31.564869654184953,74.29229566292963",othercrimes,01/01/15,18:30:00
Data Gunj Baksh,Lahore,"31.5640816,74.2945574",motorcycletheft,03/01/15,19:00:00
Data Gunj Baksh,Lahore,"31.5633995,74.2958161",motorcycletheft,04/01/15,12:30:00
Data Gunj Baksh,Lahore,"31.5638468,74.2943995",motorcycletheft,04/01/15,19:00:00
Data Gunj Baksh,Lahore,"31.565511299486115,74.29235365873171",motorcycletheft,04/01/15,23:30:00
Data Gunj Baksh,Lahore,"31.565880866215863,74.29265086470984",attemptedmurder,06/01/15,16:00:00
Data Gunj Baksh,Lahore,"31.565799770318915,74.29278064554737",othercrimes,04/01/15,7:50:00
Data Gunj Baksh,Lahore,"31.56586466508284,74.29278747830281",narcotics,07/01/15,13:30:00
Data Gunj Baksh,Lahore,"31.565960700722027,74.29281423468974",motorcycletheft,03/01/15,13:15:00
Data Gunj Baksh,Lahore,"31.565861453285752,74.29275439621883",bulgery,04/01/15,19:00:00
Data Gunj Baksh,Lahore,"31.565913014765265,74.29285828676063",gambling,07/01/15,21:00:00
Data Gunj Baksh,Lahore,"31.56588023741499,74.29279482315137",miscellaneous,07/01/15,21:30:00
Data Gunj Baksh,Lahore,"31.565906991221944,74.29282993514323",narcotics,08/01/15,18:50:00
Data Gunj Baksh,Lahore,"31.56605319314823,74.29306370127168",narcotics,08/01/15,18:55:00
Data Gunj Baksh,Lahore,"31.566044790915996,74.29304008380623",bulgery,03/01/15,12:00:00
Data Gunj Baksh,Lahore,"31.565971503116835,74.29300489696948",bulgery,05/01/15,12:25:00
Data Gunj Baksh,Lahore,"31.56571529930743,74.2930147324782",motorcycletheft,08/01/15,3:00:00
Data Gunj Baksh,Lahore,"31.565646837768508,74.2929989856543",gangrape,09/01/15,14:00:00
Data Gunj Baksh,Lahore,"31.565706781872805,74.29288180593659",loudspeakeract,09/01/15,14:30:00
Data Gunj Baksh,Lahore,"31.5659235573606,74.29330889318655",othercrimes,04/01/15,19:00:00
Data Gunj Baksh,Lahore,"31.565878181744882,74.29330178648482",othercrimes,10/01/15,22:00:00
Data Gunj Baksh,Lahore,"31.565922913587002,74.29331309580829",miscellaneous,11/01/15,13:20:00
Data Gunj Baksh,Lahore,"31.56574969447755,74.29288660806289",othercrimes,10/01/15,20:30:00
Data Gunj Baksh,Lahore,"31.565790714276545,74.29280233288597",miscellaneous,11/01/15,15:00:00
Data Gunj Baksh,Lahore,"31.565930078724442,74.29282816326065",motorcycletheft,09/01/15,15:00:00
Data Gunj Baksh,Lahore,"31.565871316540985,74.29276895394493",motorcycletheft,10/01/15,12:30:00
Data Gunj Baksh,Lahore,"31.56582619683772,74.2927502852977",chequedishonour,26/07/15,8:25:00
Data Gunj Baksh,Lahore,"31.56558507440209,74.29265343319933",othercrimes,12/01/15,8:30:00
Data Gunj Baksh,Lahore,"31.565829119133515,74.29277193032682",motorcycletheft,11/01/15,11:30:00
Data Gunj Baksh,Lahore,"31.565840743197093,74.29274665295358",attemptedmurder,03/01/15,10:05:00
Data Gunj Baksh,Lahore,"31.56586002634811,74.29279341902128",miscellaneous,23/07/15,8:35:00
Data Gunj Baksh,Lahore,"31.565713828721226,74.29276916751702",othercrimes,10/01/15,1:00:00
Data Gunj Baksh,Lahore,"31.565768413867314,74.29281661877975",cartheft,14/01/15,17:30:00
Nishtar Town,Lahore,"31.481943979098833,74.28517960315126",miscellaneous,01/01/15,21:40:00
Nishtar Town,Lahore,"31.466655880542188,74.28834473321446",miscellaneous,02/01/15,12:25:00
Nishtar Town,Lahore,"31.46006209673453,74.2797314794621",miscellaneous,02/01/15,12:35:00
Nishtar Town,Lahore,"31.469571900918513,74.2983404897656",miscellaneous,01/01/15,21:10:00
Nishtar Town,Lahore,"31.459946546780312,74.29768461399927",miscellaneous,01/01/15,19:55:00
Nishtar Town,Lahore,"31.459984290959135,74.29770023964038",armsordinanceact,01/01/15,20:05:00
Nishtar Town,Lahore,"31.45997942158294,74.29774621785022",armsordinanceact,01/01/15,20:10:00
Nishtar Town,Lahore,"31.47176447235244,74.28314551572902",othervehicletheft,02/01/15,16:00:00
Nishtar Town,Lahore,"31.45728392598361,74.27920009288276",pricecontrol,02/01/15,13:59:00
Nishtar Town,Lahore,"31.475305630313244,74.3016262860643",othercrimes,01/01/15,10:30:00
Nishtar Town,Lahore,"31.47177364912044,74.29480458099046",attemptedmurder,03/01/15,19:30:00
Nishtar Town,Lahore,"31.471158516278642,74.28632056176305",othercrimes,03/01/15,22:00:00
Nishtar Town,Lahore,"31.456186910565645,74.287716391928",robbery,03/01/15,20:15:00
Nishtar Town,Lahore,"31.457773017204843,74.28967459142923",motorcycletheft,02/01/15,14:15:00
Nishtar Town,Lahore,"31.462767480557297,74.28754598603417",motorcycletheft,04/01/15,12:15:00
Nishtar Town,Lahore,"31.47260719811894,74.29656426468794",othercrimes,05/01/15,0:30:00
Nishtar Town,Lahore,"31.48151169593757,74.29802269532638",robbery,05/01/15,0:30:00
Nishtar Town,Lahore,"31.472412207581126,74.28508730806958",othercrimes,02/01/15,10:30:00
Nishtar Town,Lahore,"31.468008808259604,74.28388207675921",motorcycletheft,06/01/15,8:00:00
Nishtar Town,Lahore,"31.46888609418479,74.2982922510504",othercrimes,07/01/15,14:00:00
Nishtar Town,Lahore,"31.47126490477131,74.29871263264157",narcotics,07/01/15,18:20:00
Nishtar Town,Lahore,"31.474288124531306,74.29882311780763",robbery,07/01/15,19:30:00
Nishtar Town,Lahore,"31.458546080224043,74.2785618579926",robbery,08/01/15,8:30:00
Nishtar Town,Lahore,"31.46682452877287,74.29367630361388",othervehicletheft,08/01/15,10:30:00
Nishtar Town,Lahore,"31.483992734286545,74.28923481150684",miscellaneous,09/01/15,23:30:00
Nishtar Town,Lahore,"31.453799197659666,74.2842990096687",motorcycletheft,08/01/15,0:00:00
Nishtar Town,Lahore,"31.459760535945986,74.29664843324254",motorcyclesnatching,09/01/15,11:30:00
Nishtar Town,Lahore,"31.475506277095462,74.28712269030096",loudspeakeract,09/01/15,13:40:00
Nishtar Town,Lahore,"31.476920884074495,74.28429692162211",loudspeakeract,09/01/15,13:30:00
Nishtar Town,Lahore,"31.476073315150376,74.2776969561371",othercrimes,09/01/15,19:30:00
Nishtar Town,Lahore,"31.47547458186934,74.27970662846803",cartheft,10/01/15,17:30:00
Nishtar Town,Lahore,"31.475198039288443,74.29375916522655",miscellaneous,09/01/15,13:25:00
Nishtar Town,Lahore,"31.48194281809725,74.29348360690783",bulgery,09/01/15,17:00:00
Nishtar Town,Lahore,"31.460389372471223,74.28339780825144",othercrimes,03/01/15,11:30:00
Nishtar Town,Lahore,"31.480011470417296,74.29896641721533",othercrimes,08/01/15,9:00:00
Nishtar Town,Lahore,"31.462057737010603,74.28830698138617",miscellaneous,11/01/15,15:00:00
Nishtar Town,Lahore,"31.461481001593086,74.28647533195848",motorcycletheft,11/01/15,16:45:00
Nishtar Town,Lahore,"31.470825746290743,74.29745060544042",bulgery,10/01/15,9:30:00
Nishtar Town,Lahore,"31.465520350407683,74.29209212791912",miscellaneous,12/01/15,12:00:00
Nishtar Town,Lahore,"31.46140001043482,74.28484703186939",robbery,12/01/15,8:05:00
Nishtar Town,Lahore,"31.462914037721124,74.29834145911184",robbery,11/01/15,10:30:00
Nishtar Town,Lahore,"31.47542295346416,74.28877489459519",motorcyclesnatching,11/01/15,3:00:00
Nishtar Town,Lahore,"31.46990783062114,74.29882346689217",miscellaneous,13/01/15,19:30:00
Nishtar Town,Lahore,"31.47459076211373,74.2800616861091",cartheft,12/01/15,21:00:00
Nishtar Town,Lahore,"31.466426262743777,74.28573623313406",motorcycletheft,12/01/15,7:30:00
Nishtar Town,Lahore,"31.473666826029977,74.27809060686829",cartheft,13/01/15,15:45:00
Nishtar Town,Lahore,"31.466320583643483,74.28260889231758",bulgery,10/01/15,9:10:00
Nishtar Town,Lahore,"31.468794624551446,74.2884706448776",miscellaneous,12/01/15,7:00:00
Nishtar Town,Lahore,"31.456404775322913,74.28191611340664",bulgery,12/01/15,17:38:00
Nishtar Town,Lahore,"31.46926797168098,74.29824683257237",miscellaneous,14/01/15,21:45:00
Nishtar Town,Lahore,"31.4676286920111,74.29400379915106",bulgery,13/01/15,8:00:00
Nishtar Town,Lahore,"31.477541950789654,74.29675481924912",antinorcoticsact,16/01/15,8:20:00
Nishtar Town,Lahore,"31.453803467721745,74.28552118315443",robbery,13/01/15,19:50:00
Nishtar Town,Lahore,"31.483957425699675,74.2891705109364",othercrimes,15/01/15,20:30:00
Nishtar Town,Lahore,"31.47834447141508,74.27566599089359",robbery,14/01/15,20:00:00
Nishtar Town,Lahore,"31.475166312765435,74.27962094265187",cartheft,15/01/15,23:30:00
Nishtar Town,Lahore,"31.476190334805047,74.28080954914513",othercrimes,14/01/15,23:10:00
Nishtar Town,Lahore,"31.47927771800403,74.29518087827047",othercrimes,16/01/15,9:00:00
Nishtar Town,Lahore,"31.47933430888361,74.29867637512413",kidnapping,04/01/15,16:00:00
Nishtar Town,Lahore,"31.478682671526702,74.29895841702867",othercrimes,15/01/15,17:00:00
Nishtar Town,Lahore,"31.477102056025938,74.28939059932505",robbery,16/01/15,23:00:00
Nishtar Town,Lahore,"31.47621444429986,74.28082454258377",cartheft,17/01/15,19:15:00
Nishtar Town,Lahore,"31.479424571690085,74.28136643178233",robbery,15/01/15,8:00:00
Nishtar Town ,Lahore,"31.44875560381457,74.35144954769144",miscellaneous,01/01/15,12:10:00
Nishtar Town ,Lahore,"31.44873283979343,74.35139817476852",miscellaneous,01/01/15,12:00:00
Nishtar Town ,Lahore,"31.439546131960068,74.35534268115502",electricityact,01/01/15,12:20:00
Nishtar Town ,Lahore,"31.43953135589386,74.35521945666466",electricityact,01/01/15,12:30:00
Nishtar Town ,Lahore,"31.439656597486742,74.35525388763737",electricityact,01/01/15,12:35:00
Nishtar Town ,Lahore,"31.43954287352391,74.35530687280354",electricityact,01/01/15,12:40:00
Nishtar Town ,Lahore,"31.4310646505762,74.3350012771751",murder,02/01/15,16:30:00
Nishtar Town ,Lahore,"31.438255103236354,74.34487011505963",miscellaneous,03/01/15,5:00:00
Nishtar Town ,Lahore,"31.44141748052936,74.34860746895242",cartheft,01/01/15,5:00:00
Nishtar Town ,Lahore,"31.450517730693992,74.34656657943145",robbery,01/01/15,23:00:00
Nishtar Town ,Lahore,"31.439745949289662,74.34584616909157",motorcycletheft,01/01/15,18:15:00
Nishtar Town ,Lahore,"31.438048199092805,74.34496131074064",miscellaneous,04/01/15,9:00:00
Nishtar Town ,Lahore,"31.447952875728564,74.34331952408805",othercrimes,06/01/15,18:30:00
Nishtar Town ,Lahore,"31.452229211786573,74.34180354769296",narcotics,05/01/15,12:00:00
Nishtar Town ,Lahore,"31.465288746664605,74.34194053180302",gambling,06/01/15,23:50:00
Nishtar Town ,Lahore,"31.444267773734417,74.34874767777596",othercrimes,01/01/15,10:15:00
Nishtar Town ,Lahore,"31.42834013851588,74.33578387506596",tresspassing,06/01/15,13:00:00
Nishtar Town ,Lahore,"31.444002689041096,74.35461719720043",motorcyclesnatching,07/01/15,2:00:00
Nishtar Town ,Lahore,"31.419902409773822,74.33201099959255",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.421112463469466,74.33539216539775",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.421157552758967,74.3353130659908",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.430679354702065,74.34005508724253",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.430345332244535,74.33823328796262",rape,07/01/15,12:00:00
Nishtar Town ,Lahore,"31.437751279935522,74.34215680334985",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.439737388041063,74.34530818562475",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.441944282749468,74.34920102852567",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.44017420917705,74.34830223563634",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.442302123104202,74.34574825828022",loudspeakeract,08/01/15,12:00:00
Nishtar Town ,Lahore,"31.450488057355585,74.35296863943314",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.438582695306152,74.34987416105963",loudspeakeract,08/01/15,12:00:00
Nishtar Town ,Lahore,"31.46398492508855,74.3479989149779",loudspeakeract,09/01/15,12:00:00
Nishtar Town ,Lahore,"31.45960182987101,74.33944577876788",loudspeakeract,08/01/15,12:00:00
Nishtar Town ,Lahore,"31.427135551355015,74.33775633267378",antinorcoticsact,10/01/15,23:55:00
Nishtar Town ,Lahore,"31.452274341840322,74.34502976067057",miscellaneous,04/01/15,12:00:00
Nishtar Town ,Lahore,"31.449854589501467,74.34383013541283",loudspeakeract,09/01/15,21:15:00
Nishtar Town ,Lahore,"31.448810267156606,74.35351391204699",armsordinanceact,13/01/15,12:00:00
Nishtar Town ,Lahore,"31.45149510809799,74.34439969542598",armsordinanceact,13/01/15,12:00:00
Nishtar Town ,Lahore,"31.440070747074433,74.34831902337277",loudspeakeract,16/01/15,6:00:00
Nishtar Town ,Lahore,"31.437131748489687,74.34606064899477",kidnapping,13/01/15,19:00:00
Nishtar Town ,Lahore,"31.44277531716741,74.34456793793551",loudspeakeract,15/01/15,0:00:00
Nishtar Town ,Lahore,"31.443233709842417,74.33861368927431",loudspeakeract,16/01/15,6:05:00
Nishtar Town ,Lahore,"31.447582025465096,74.34340906533293",loudspeakeract,15/01/15,6:00:00
Nishtar Town ,Lahore,"31.447000112634658,74.35057333109471",miscellaneous,15/01/15,0:00:00
Nishtar Town ,Lahore,"31.452124945464405,74.34641883699813",motorcycletheft,13/01/15,20:30:00
Nishtar Town ,Lahore,"31.448745273773532,74.35474921262816",motorcycletheft,14/01/15,7:00:00
Nishtar Town ,Lahore,"31.46130525576811,74.34881941268684",motorcycletheft,09/01/15,19:30:00
Nishtar Town ,Lahore,"31.439874712002158,74.34569000003762",othercrimes,02/01/15,21:00:00
Nishtar Town ,Lahore,"31.441280619813114,74.34903842825477",narcotics,16/01/15,12:00:00
Nishtar Town ,Lahore,"31.441324090147415,74.34902898875369",narcotics,17/01/15,12:00:00
Nishtar Town ,Lahore,"31.44013528328039,74.35518636055714",miscellaneous,18/01/15,2:00:00
Nishtar Town ,Lahore,"31.427863292286396,74.3563392023768",othercrimes,16/01/15,5:30:00
Nishtar Town ,Lahore,"31.427827099412383,74.35633190579283",narcotics,16/01/15,12:00:00
Nishtar Town ,Lahore,"31.42778367697078,74.356315488247",narcotics,16/01/15,12:00:00
Nishtar Town ,Lahore,"31.440197923625544,74.35520195822406",othercrimes,16/01/15,5:40:00
Nishtar Town ,Lahore,"31.448426882538623,74.35198774361055",overspeeding,17/01/15,12:00:00
Nishtar Town ,Lahore,"31.449750618934406,74.34907107767229",pricecontrol,17/01/15,12:00:00
Nishtar Town ,Lahore,"31.444177669970053,74.34200767267966",localgovernment,16/01/15,11:30:00
Nishtar Town ,Lahore,"31.4441766532093,74.34213736754778",armsordinanceact,16/01/15,12:00:00
Nishtar Town ,Lahore,"31.443434311890822,74.34584359551503",motorcycletheft,16/01/15,5:10:00
Nishtar Town ,Lahore,"31.443525520963714,74.34812674667371",miscellaneous,15/01/15,17:30:00
Nishtar Town,Lahore,"31.47503989646848,74.34331670039155",antinorcoticsact,30/12/15,23:45:00
Nishtar Town,Lahore,"31.463240838553755,74.31864578565006",antinorcoticsact,31/12/15,23:50:00
Nishtar Town,Lahore,"31.470404022327582,74.31854041180021",cartheft,29/12/15,19:00:00
Nishtar Town,Lahore,"31.470642705678014,74.3185879055308",overspeeding,01/01/15,2:45:00
Nishtar Town,Lahore,"31.468621345320166,74.32967688540076",miscellaneous,30/12/15,18:00:00
Nishtar Town,Lahore,"31.46617302523221,74.32645384310666",miscellaneous,01/01/15,23:45:00
Nishtar Town,Lahore,"31.469821059618482,74.3259631045523",motorcycletheft,30/12/15,23:00:00
Nishtar Town,Lahore,"31.4672129862253,74.3167114509324",othervehicletheft,02/01/15,15:30:00
Nishtar Town,Lahore,"31.472270819495616,74.33171181956631",miscellaneous,02/01/15,23:50:00
Nishtar Town,Lahore,"31.472273537023664,74.33174033574272",armsordinanceact,03/01/15,0:05:00
Nishtar Town,Lahore,"31.472290897476377,74.33176649924593",armsordinanceact,03/01/15,0:20:00
Nishtar Town,Lahore,"31.46878889585512,74.33800290553849",narcotics,03/01/15,1:20:00
Nishtar Town,Lahore,"31.464967173808937,74.340692893326",antinorcoticsact,03/01/15,1:35:00
Nishtar Town,Lahore,"31.464935145776852,74.3406840414806",pricecontrol,01/01/15,13:30:00
Nishtar Town,Lahore,"31.457195375843842,74.33442920359988",pricecontrol,01/01/15,13:30:00
Nishtar Town,Lahore,"31.45845153175005,74.33172890109805",miscellaneous,02/01/15,23:50:00
Nishtar Town,Lahore,"31.459049595730566,74.32978525332179",antinorcoticsact,03/01/15,0:30:00
Nishtar Town,Lahore,"31.45904137439028,74.32983782947397",miscellaneous,03/01/15,0:45:00
Nishtar Town,Lahore,"31.459018833422697,74.32984608210997",antinorcoticsact,03/01/15,1:00:00
Nishtar Town,Lahore,"31.459028940218243,74.32984369672377",antinorcoticsact,03/01/15,1:45:00
Nishtar Town,Lahore,"31.46979866801896,74.32315179037077",othercrimes,03/01/15,12:25:00
Nishtar Town,Lahore,"31.471638201762648,74.33084505142098",miscellaneous,04/01/15,14:00:00
Nishtar Town,Lahore,"31.472093147880198,74.3343333933818",cartheft,04/01/15,17:15:00
Nishtar Town,Lahore,"31.458197998195594,74.33164675446427",miscellaneous,05/01/15,23:45:00
Nishtar Town,Lahore,"31.45764128496134,74.33655140327915",miscellaneous,06/01/15,12:00:00
Nishtar Town,Lahore,"31.45816648148006,74.33167434537894",illegalgascylinder,05/01/15,17:00:00
Nishtar Town,Lahore,"31.45760913014898,74.3365434823473",miscellaneous,06/01/15,13:20:00
Nishtar Town,Lahore,"31.467186083152374,74.34195521910385",miscellaneous,06/01/15,12:34:00
Nishtar Town,Lahore,"31.475383991447625,74.33352823523818",murder,07/01/15,7:40:00
Nishtar Town,Lahore,"31.461733050286067,74.3228532536475",miscellaneous,09/01/15,12:15:00
Nishtar Town,Lahore,"31.472106666752804,74.32702061680361",cartheft,08/01/15,18:10:00
Nishtar Town,Lahore,"31.47182701954112,74.3269875750607",othercrimes,07/01/15,21:00:00
Nishtar Town,Lahore,"31.460348622576173,74.33621762455051",miscellaneous,09/01/15,0:05:00
Nishtar Town,Lahore,"31.465307457039543,74.33249496557936",attemptedmurder,07/01/15,7:30:00
Nishtar Town,Lahore,"31.46723333354849,74.33264598448564",attackongovtservant,08/01/15,2:55:00
Nishtar Town,Lahore,"31.467008943839186,74.3325686110207",loudspeakeract,09/01/15,6:05:00
Nishtar Town,Lahore,"31.471652845127235,74.33673214384076",miscellaneous,08/01/15,14:30:00
Nishtar Town,Lahore,"31.471924683912473,74.33026302521057",miscellaneous,08/01/15,23:45:00
Nishtar Town,Lahore,"31.473779908206314,74.34254232026849",othercrimes,07/01/15,8:15:00
